"","SWE","DNK","FRATNP","GBRTENW","NOR","FIN","ITA","GBRSCO","NLD"
"1878",0.515649388818993,0.488671479448276,0.611096937968042,0.545509760351181,0.493556918774548,0.643032737437687,0.74448990724256,0.511150681701681,0.601055268139638
"1879",0.498129181300975,0.501464771687949,0.624338888256659,0.535423110111636,0.486597945918566,0.656848142438037,0.757089439689757,0.510416472462248,0.604841164195619
"1880",0.499946779680957,0.483045629904353,0.613332291347992,0.512916130360134,0.506268803447589,0.680583707915158,0.794042624841292,0.51044535557648,0.609938624533748
"1881",0.491800580980625,0.476041524873786,0.644477657242236,0.515083733207705,0.496271533038348,0.657426011270802,0.834728958258606,0.503297765995851,0.584589230978613
"1882",0.491423653593997,0.482790530409357,0.646068406600249,0.519266076589474,0.492513126656213,0.642930369688667,0.763068084748932,0.497643045178608,0.577260373453222
"1883",0.48450642729232,0.472427364033224,0.652887312938816,0.527495326170213,0.473693660979827,0.634304284624846,0.743184329835122,0.495813749514964,0.584328123022203
"1884",0.475996459810188,0.462977290810295,0.656507160889224,0.532268940694683,0.487827605384315,0.642871328025794,0.724699398997172,0.495072892285419,0.575626849530717
"1885",0.467264108824094,0.460466838543449,0.626851177173385,0.534813356291533,0.468400377622779,0.623934455439534,0.731802339191291,0.490468926081608,0.548623917433665
"1886",0.463183790549828,0.47484708455457,0.654335349149575,0.543133341073361,0.466857830707763,0.614303063275613,0.735065604963618,0.4901111204111,0.55542536868476
"1887",0.454771465278304,0.469518705652424,0.662939614928012,0.542281431359412,0.453874311443067,0.628632795343735,0.725603862338668,0.486608783200328,0.531150815918782
"1888",0.450231899226999,0.467793213977055,0.666808161248736,0.551173032962963,0.471417602414718,0.63381844616512,0.719594255757421,0.48778238591607,0.531367235390863
"1889",0.454889554557489,0.476955884017737,0.680961433666923,0.565014494683208,0.461986712606474,0.633203729795022,0.725144109589041,0.50364273625731,0.539961590415728
"1890",0.454253942938066,0.454296738920241,0.665208033064313,0.557410676808417,0.451525712716328,0.631151734938001,0.731224790927942,0.501456668809821,0.5316103438846
"1891",0.448271528812606,0.453932698871544,0.699879796071242,0.572155308071349,0.446903186498599,0.627812677232035,0.730490713641106,0.495461154337051,0.51363354049092
"1892",0.431789073107386,0.450859713527204,0.722008867994616,0.570697799933393,0.437073332262235,0.607332340188902,0.733331153013627,0.481520554611946,0.50492086854998
"1893",0.422428961816192,0.437886422789493,0.692909869837167,0.573028361262266,0.4301835374106,0.57810306127923,0.73296039968537,0.480010279455395,0.500209410925197
"1894",0.423213983415525,0.418721072951414,0.715025309594883,0.576467224854975,0.424834689482319,0.581649014981618,0.738672229095226,0.472341010128876,0.478642953347482
"1895",0.417669616267248,0.411809907708934,0.689706307237012,0.586785671860885,0.416684944400217,0.596309682074592,0.734423847169811,0.474277958108108,0.486876382856587
"1896",0.417313474751491,0.402357888978063,0.675071110744841,0.577530231527313,0.415071610914348,0.615180718815414,0.704180232767359,0.47694126182002,0.460531790569968
"1897",0.405028769294012,0.400689921584017,0.597158140809827,0.577337784226919,0.414108001982696,0.611657350319375,0.675077578777506,0.484869910825688,0.468410584318225
"1898",0.41128446688825,0.407968746355476,0.596116052094182,0.560621282766884,0.413283822594595,0.62248403250774,0.643077322310944,0.476333420080972,0.467900074202788
"1899",0.410446035294118,0.409091046036036,0.547251856644554,0.530250409207754,0.409350718719655,0.624213281597718,0.616839995144746,0.472761077192277,0.47161133852789
"1900",0.400301907641844,0.389687807929515,0.523698444389027,0.482497720295941,0.388772622411972,0.605028343365922,0.598689125183049,0.465789926249751,0.470886011724138
"1901",0.383846527201532,0.384793584058225,0.50379828990453,0.463744525561853,0.380327113698869,0.583208336991593,0.585328746560384,0.452163515251911,0.450965352608859
"1902",0.365690332503835,0.359557593752134,0.4918740534,0.442792809395845,0.364132762102564,0.561382904439512,0.576323333181522,0.44004956248068,0.42584129857404
"1903",0.357303730276933,0.357413245177232,0.494496774490204,0.445426785771505,0.361744872778345,0.553904417273924,0.556485047841727,0.445147347680963,0.431363773969831
"1904",0.348502128117686,0.359140063091375,0.495252486624077,0.44093100466174,0.356249953887854,0.561523453917663,0.555941526988156,0.441862038416988,0.416729496449918
"1905",0.345003678071928,0.352713195878562,0.483205532396857,0.428725276455224,0.35133830059012,0.549984939306736,0.559652703548046,0.434370502140673,0.41051128456968
"1906",0.339881702660278,0.349046512216965,0.467383904223722,0.421536138232575,0.335141675533499,0.5367224979824,0.550348189072294,0.429872615235562,0.403749149105866
"1907",0.330344373603398,0.352484411184545,0.466314384444018,0.409848786983433,0.333060921906961,0.530930001383862,0.549079634636988,0.426373820388167,0.391939722165313
"1908",0.330029488634879,0.346193401092437,0.465579461902028,0.407153248239564,0.328649479290524,0.532616046778652,0.553126640037594,0.42415379988726,0.388760488568414
"1909",0.316424006748072,0.326246921948009,0.451824767769216,0.401980531329854,0.320436494408322,0.524246982670036,0.529172890693911,0.416148326812942,0.367348361430045
"1910",0.321491746737554,0.325488276737705,0.458388610914232,0.413708156927273,0.318402196226109,0.522826634935965,0.531199133069909,0.417676363330858,0.379299111309937
"1911",0.312742787426201,0.322586062877674,0.482246679441233,0.404353455926724,0.312893784847997,0.523992739178714,0.521550405297881,0.414432946935007,0.386518877272727
"1912",0.307476990659689,0.312266326500968,0.437992399102071,0.387896059390952,0.312050877313625,0.527521305792235,0.506626370488906,0.420172726832436,0.345572902995816
"1913",0.307163689470356,0.316208149716783,0.444648780172889,0.399532441067616,0.307869607648092,0.534399088691609,0.514272850867508,0.42148960096225,0.353141841858899
"1914",0.316790641855276,0.322170808820179,0.451352075498891,0.398028770465034,0.308863620546413,0.535443933536971,0.533953380767685,0.432558999850243,0.358232096145393
"1915",0.307511225378788,0.320853864423858,0.469504375635474,0.385861743253622,0.312168431779593,0.548927341966376,0.547344578494405,0.416654254063475,0.352266365547347
"1916",0.296386162270607,0.321011069985382,0.490837971134615,0.384960956901064,0.300568222814229,0.560265196886408,0.548821727897519,0.409538627340756,0.354356925605653
"1917",0.289751017322227,0.300848285148042,0.502707032374101,0.373994916500858,0.293574146032243,0.556479880944243,0.561817598187436,0.405962480336469,0.36090133414346
"1918",0.295192134118011,0.302445737285169,0.498293077464244,0.388082457520891,0.295263109590113,0.559140551013009,0.581437746181435,0.434678603619403,0.352247336893204
"1919",0.279609202250951,0.298425717239196,0.484972610733283,0.348544993926858,0.285266098609179,0.49620560061569,0.509529374263415,0.412506048780488,0.320171641190707
"1920",0.281959099223626,0.292265303616921,0.409823985469787,0.36304868346043,0.276573746874522,0.497760371073064,0.508923885389547,0.419357189710729,0.31512194800064
"1921",0.268415483814942,0.288923147801596,0.410011779085535,0.348124319828014,0.274603396251143,0.485601426940372,0.493898247578185,0.384347230786753,0.319347744337504
"1922",0.269971924378556,0.296374694897638,0.38523811367478,0.341576309923039,0.268236567274921,0.486814147495615,0.467317158364175,0.372676997478846,0.294041578987539
"1923",0.265199191431541,0.292396425818068,0.387818905108254,0.341004038281888,0.256054493006993,0.463776786363636,0.457851770605451,0.369870397232726,0.288192870397279
"1924",0.25859780534846,0.290294962221876,0.373716242251413,0.339703977266818,0.255623239899289,0.429283140289855,0.450942250706778,0.369274579538462,0.285448101923373
"1925",0.25746106439906,0.288558652999535,0.360064437291462,0.331124578687209,0.251424195244386,0.400332728573931,0.431402993888397,0.355714194539651,0.2810398755233
"1926",0.255916167071564,0.29016726248453,0.35932398112869,0.319903502387352,0.251040183409058,0.389081338657927,0.414099475169183,0.346844462286094,0.274144709126624
