"","SWE","DNK","FRATNP","GBRTENW","NOR","FIN","ITA","GBRSCO","NLD","CHE"
"1878",0.524978959109817,0.512060032716306,0.516927666534942,0.511600432445923,0.490804613103161,0.542851091222962,0.550556667678869,0.519772590994176,0.535677762479201,0.508221532903494
"1879",0.478138437601747,0.485263596982331,0.484240459221759,0.468568176493945,0.455617797657336,0.490690047250347,0.525676106134604,0.47653017768513,0.501986493508041,0.469877408000794
"1880",0.490736309074262,0.515333410579858,0.5115968,0.503097433102747,0.469303519674466,0.517535202726348,0.535693700732452,0.51118580854527,0.530856074262462,0.484111400183113
"1881",0.478149596074504,0.482736475866213,0.503772742940116,0.475545055077108,0.472820054476267,0.526859213218506,0.541282106108552,0.486571588684158,0.506386387222111,0.485103216703385
"1882",0.490816019788127,0.499943535798521,0.503762558544873,0.489467562582451,0.505771744673196,0.526311632620428,0.543132161223266,0.497989405076954,0.504634765280832,0.469008460763542
"1883",0.479007521587302,0.47210891452381,0.497767462261905,0.474585324404762,0.484239911468254,0.501611077380952,0.534152291309524,0.488859449662698,0.505162632619048,0.456981182936508
"1884",0.47066674303222,0.479103521209725,0.502584929828029,0.483303847282072,0.476053318027278,0.493570535283653,0.528501399387231,0.489382068195296,0.519025460446729,0.457949280984384
"1885",0.473130443668122,0.466031368558952,0.494184190750298,0.470091896903533,0.47208047999206,0.508591970921,0.532306464350933,0.484668832076221,0.501732030091306,0.461761776260421
"1886",0.453575492830989,0.461770532665253,0.484215384717672,0.457460896010792,0.456329570861438,0.49668688331085,0.515511546984005,0.462593001021391,0.499787295702448,0.444721813759877
"1887",0.441141059424678,0.458626436960636,0.471844164799394,0.449811430355791,0.450991477327782,0.463808619795609,0.507808452687358,0.462925188304315,0.469507537736563,0.429806447199092
"1888",0.42316428788785,0.46249012128972,0.460979497663551,0.435889978691589,0.445080018841122,0.446816343869159,0.495742154168224,0.443409319850467,0.468474679439252,0.419226986990654
"1889",0.426664830710137,0.461285937567922,0.458066590556492,0.446116543226532,0.466543471182312,0.45602504856661,0.495043433464493,0.455064966460558,0.471851000936856,0.432504606857785
"1890",0.449834563067414,0.47355629047711,0.476072589260189,0.458336046358895,0.477962956345374,0.47832514603052,0.50491110432683,0.474936712304423,0.474767969209967,0.435225434402163
"1891",0.440811893142857,0.453955435219048,0.458541225523809,0.443902804761905,0.455038112952381,0.485311668495238,0.499509175504762,0.450904289371429,0.468219214514286,0.43786780152381
"1892",0.434072262782609,0.456042470164251,0.471396562125604,0.450312992463768,0.455153144077295,0.494481568425121,0.498253014144928,0.457795885256039,0.470051707246377,0.428723256270531
"1893",0.440692136095238,0.472236368571429,0.465422146361905,0.45603658552381,0.446389036914286,0.466957301466667,0.491802846857143,0.467394946819048,0.465885989371428,0.425195737009524
"1894",0.431440270292177,0.452444766258247,0.452638106352498,0.442465545692743,0.452237142167766,0.462689523807729,0.488743998209237,0.447857967257304,0.452883652591895,0.423904648878417
"1895",0.402437267498643,0.416405121287755,0.429207947965274,0.424889162814252,0.416711750262254,0.427220473792729,0.472568045035269,0.427809896183758,0.43851032855851,0.401212411249774
"1896",0.412303174322344,0.407863461648352,0.430016342380952,0.437432682985348,0.413700586465201,0.442085314652015,0.477685869340659,0.432860774652015,0.440364569981685,0.397899466446886
"1897",0.401917510314875,0.403733866811437,0.426032829895042,0.427197309554832,0.408654163789359,0.424306438508867,0.468374798660876,0.431913879153094,0.423676506695621,0.396735689395585
"1898",0.390633305961092,0.399198019453864,0.425419234963412,0.421117140906657,0.400966337497769,0.42577559726932,0.459685172139925,0.429084136337676,0.422283917008745,0.39615242620025
"1899",0.437931613460803,0.433632045239006,0.461736389369025,0.447344648087954,0.440001912390057,0.47610132543021,0.484922367112811,0.447268054072658,0.442269624856597,0.412613675774379
"1900",0.41754232556405,0.404335261849711,0.440110310013052,0.431759084989745,0.413109607402573,0.481012104120828,0.472587508987507,0.42913593473802,0.431290869438747,0.405969348536267
"1901",0.421489646163801,0.409779508227029,0.432433148419301,0.428993642078018,0.407644421316325,0.472726364817896,0.4655058404511,0.438739859752265,0.438590652837863,0.401111718986874
"1902",0.388773482512977,0.380486262573832,0.414849157866476,0.405980446214426,0.381940028637909,0.434093163594058,0.459451138607482,0.40331395425094,0.40717115643458,0.382329880866297
"1903",0.385942650292605,0.372948144990246,0.408183067033162,0.39895974076964,0.387444360028374,0.435849045132116,0.44915889751729,0.402024054477744,0.402974734013123,0.377788476556127
"1904",0.376705705209995,0.36647108626617,0.409887818252702,0.404048669005848,0.378927211695906,0.424676072390572,0.450211199858231,0.40840651986532,0.408209533049796,0.390275424862662
