"","SWE","DNK","FRATNP","GBRTENW","NOR","FIN","ITA","GBRSCO","NLD","CHE"
"1878",0.48139658093774,0.476087964243238,0.54522100592869,0.487899486224194,0.449313776150166,0.592424130839457,0.733179307657201,0.487962004104183,0.557830788361441,0.541441442031088
"1879",0.46830838263994,0.484578267311786,0.554855949321078,0.477055357513349,0.454009340498615,0.595984226532438,0.744472653800719,0.491217427190034,0.557116251566065,0.534949951602301
"1880",0.469880972551985,0.464608691378985,0.533934340889701,0.456987156842301,0.464286023306031,0.614726625920873,0.773288128642558,0.488331733968192,0.566045128344813,0.516782870232838
"1881",0.463642817889994,0.461768270695489,0.54608353037037,0.456212635559265,0.460659162962278,0.599153523435748,0.804928446356716,0.482224512122981,0.544194200671687,0.494094943432369
"1882",0.462953674082397,0.467726330542986,0.538163727009974,0.456967327442982,0.454703666813996,0.579169919702602,0.733075194533601,0.475216117229404,0.538772780710967,0.483336022474942
"1883",0.452884846859993,0.460574080507842,0.541022744380991,0.459398032782011,0.43573085212938,0.572538315367965,0.71274607567435,0.468719711206732,0.544291263768997,0.480207952033768
"1884",0.448984626072607,0.446882725853838,0.541154897397845,0.460585566511714,0.446072809451109,0.586204328655996,0.69231349088729,0.46799518791587,0.537746799939759,0.47669626628506
"1885",0.445480217828467,0.448658317051705,0.508836397921976,0.456387050249031,0.439856949026325,0.571667624989219,0.691081369730246,0.465655676229352,0.511074154075663,0.48029680135522
"1886",0.437623654650533,0.458330448,0.527763703711093,0.459377166678987,0.434269883312444,0.552166426922267,0.689081764956047,0.466525037594985,0.513468495203743,0.464378472705133
"1887",0.428069832072104,0.452615396206707,0.524510500793651,0.452763413864469,0.4291970185633,0.562506961507345,0.676587536508681,0.461061111148776,0.503778541677891,0.471040213360933
"1888",0.42703325351486,0.450946380923695,0.519327842551101,0.454822128123855,0.437359614073144,0.570519746219747,0.660944275470399,0.46087717492963,0.503761670113179,0.460291640240964
"1889",0.429114238207044,0.456864520117045,0.520434956343284,0.4612723071969,0.424716798680042,0.565186041940964,0.656959232395976,0.474994451694592,0.500173708912214,0.454861526011029
"1890",0.422813441033327,0.436897573285714,0.49365326460396,0.449297177226463,0.412861686006944,0.560983232148117,0.651345481758589,0.472599040496965,0.491458560693424,0.450586129885057
"1891",0.416598556409361,0.429480612579731,0.51430459228077,0.454664066429224,0.40939753863715,0.559719187305917,0.641916054239569,0.464258022407651,0.47529061915248,0.433386059949937
"1892",0.406783159686315,0.422438533269096,0.513771149030256,0.44735004596745,0.397029598179033,0.542593979116136,0.627782218426273,0.453565305968219,0.468001954550449,0.429822282551528
"1893",0.396318905002552,0.415314836275191,0.496964175427594,0.446408274164408,0.386847457546219,0.515983906746269,0.616750689364941,0.449512415650893,0.460291412760558,0.430763282564739
"1894",0.390720319141021,0.396243136938776,0.489452560745201,0.442133186282948,0.381910764881548,0.510045410327158,0.611184647781129,0.43889650835604,0.442379247026451,0.421587877456647
"1895",0.389861731193124,0.382777913087866,0.465273919253294,0.449222402149178,0.37398042060576,0.523577513409273,0.601978403105722,0.437821403820387,0.445072608177778,0.416864141684064
"1896",0.387786733708054,0.373264805391995,0.464673226828379,0.441090714270405,0.373993364569919,0.531427437319422,0.583980618210263,0.440538207589205,0.427581311655052,0.39948085286201
"1897",0.37976763782392,0.371150778455955,0.473589990554943,0.446866440635092,0.36851627598884,0.53148936983017,0.577940117207859,0.450033962748677,0.426001768559028,0.404229214317444
"1898",0.380427385714286,0.372475015231023,0.483185163082902,0.445591529835538,0.368390412090432,0.536250426322115,0.573712343997537,0.441625221207738,0.426050397176022,0.408734696732809
"1899",0.37908041571641,0.3730283096822,0.474032042183214,0.439811663465294,0.363758218118183,0.534894706010383,0.573627266339066,0.435282660401362,0.426642418562771,0.399877695265472
"1900",0.369000612218597,0.355242276656967,0.456742683360172,0.41991868566713,0.349463663456,0.526602897634069,0.565068440710107,0.426227044660882,0.423063186533494,0.395255825557605
"1901",0.355750332086077,0.350582354053188,0.442607569467393,0.412253880288709,0.337919372727273,0.507617968266821,0.560418120212127,0.409867088197462,0.40690045741085,0.373982582694826
"1902",0.338687448921769,0.330119905753253,0.435183882872063,0.397033514953587,0.328944327197502,0.488075695344015,0.552812229433962,0.399223631892263,0.381882072347426,0.37599669556755
"1903",0.329593282355687,0.329151373291634,0.434842463376128,0.399740168808115,0.326459399378013,0.480138131094945,0.531818388772745,0.40596655847136,0.388239195038042,0.374886217719041
"1904",0.323150266311893,0.326767984369643,0.432160353228591,0.394356152661629,0.313342941632216,0.479763292532588,0.531927449333591,0.400047994261733,0.377300848652621,0.367811688903247
"1905",0.315422583848272,0.325697333613184,0.421264954978723,0.381919331800132,0.314792340217558,0.473059004057543,0.533710186827387,0.393010947438073,0.362742803133537,0.351414305913126
"1906",0.310302512960996,0.315700279966201,0.411754849689023,0.374820854946678,0.290778885338907,0.451636189618568,0.521230422507123,0.393404925436663,0.361431307999359,0.346366268261965
"1907",0.301964605562237,0.318707747878414,0.406141937260457,0.361458918068787,0.292498378367895,0.443344495387355,0.517129026871582,0.386642585313393,0.34728477494873,0.331319931798517
"1908",0.303510205320108,0.312787989189602,0.403679789800995,0.359548606428226,0.290028650066895,0.440897941663717,0.518588687002452,0.381658555509112,0.336023726706139,0.32197230048855
"1909",0.289695559046491,0.2910291565939,0.387644589954486,0.354326517546385,0.281947281254602,0.439644540091759,0.495157651438519,0.374409546046743,0.323703789631336,0.327576193826781
"1910",0.289274415541439,0.293214015782394,0.390072838426528,0.363332478951613,0.274824876131387,0.434519964260687,0.497626099816648,0.375075545591647,0.329406291757987,0.312216935637897
"1911",0.281346707478414,0.291365216320741,0.410397787694601,0.352845823553785,0.269052113778615,0.417953066729549,0.47828961157084,0.370333207787494,0.334978392616721,0.316914391053108
"1912",0.277457228137269,0.277075503008953,0.369030538047777,0.334968907417239,0.264973964621147,0.418689702021586,0.46142433748463,0.370971412823898,0.296301494696857,0.296244878783405
"1913",0.274780354977539,0.277072469613746,0.374865739650794,0.344060649212598,0.264480992050029,0.417759036753158,0.466182005703221,0.373926023860634,0.306649309351977,0.288659382719298
"1914",0.277676014524328,0.278633179756133,0.369789074708661,0.341598877685302,0.262712900301118,0.415423019106658,0.482386784734869,0.385225522818455,0.30655870355749,0.280722804543481
"1915",0.269682351689918,0.281786553072955,0.382618066310587,0.327362842998302,0.261289996157143,0.416073881536114,0.49571806121563,0.367647960847513,0.299112324047619,0.274860668348426
"1916",0.258339714374911,0.27929971894706,0.396911813641506,0.322774195344192,0.247391888609197,0.419722355821453,0.489883401507267,0.360697506410674,0.299552166022017,0.262992359271852
"1917",0.251465608753166,0.261429167214533,0.394000364705882,0.305377604602888,0.244957807870046,0.405617961076846,0.490523136663677,0.347776395773295,0.302746500611119,0.266903735647359
"1918",0.249000138966873,0.266935823543056,0.387542512747288,0.314766799392282,0.238552290319889,0.401938377290837,0.492114149190065,0.363936030933377,0.290156359982345,0.263953713836121
"1919",0.237645784491831,0.261253996152738,0.370257039953052,0.278411217038008,0.228966641962078,0.348189830578642,0.416145985700066,0.331279850469925,0.260294991822197,0.258736070199887
"1920",0.232115529221672,0.256470403950193,0.323046620502528,0.298521177073681,0.219988967129063,0.339407778219051,0.418396824858945,0.34055490343075,0.253505203802658,0.2433503320846
"1921",0.225802147476814,0.244590890814019,0.32433702871772,0.278130500509536,0.219238324532394,0.331689261343764,0.39839578386312,0.318964961910651,0.256603215972812,0.232375399100205
"1922",0.222325077117607,0.255165914679817,0.302420326183925,0.26839676029941,0.213466510111754,0.333614531030786,0.376800848471408,0.315124500630478,0.237937222048009,0.229585631476702
"1923",0.217629626036462,0.248278140818929,0.302164045374386,0.266658945541996,0.207027487253983,0.323233410003027,0.372475393987093,0.312193302113647,0.227362607035107,0.217333974065139
"1924",0.21232871419571,0.245134352214386,0.289791314709236,0.266496050866886,0.203230000571277,0.303878576247594,0.369790382755918,0.309873446307598,0.22410433481704,0.216327029810262
"1925",0.209878876215927,0.246083922531038,0.282219773580909,0.26180851146397,0.20144743877172,0.294840222178363,0.362781601508319,0.299091047326405,0.220675611182152,0.21199465407309
"1926",0.211222610263263,0.244676927513377,0.283169494251412,0.256470629970284,0.20035023489418,0.301234572142962,0.354556131721589,0.295606391323243,0.216376585751015,0.207723839910136
