"1908" "1909" "1910" "1911" "1912" "1913" "1914" "1915" "1916" "1917" "1918" "1919" "1920" "1921" "1922" "1923" "1924" "1925" "1926" "1927" "1928" "1929" "1930" "1931" "1932" "1933" "1934" "1935" "1936" "1937" "1938" "1939" "1940" "1941" "1942" "1943" "1944" "1945" "1946" "1947" "1948" "1949" "1950" "1951" "1952" "1953" "1954" "1955" "1956" "1957" "1958" "1959" "1960" "1961" "1962" "1963" "1964" "1965" "1966" "1967" "1968" "1969" "1970" "1971" "1972" "1973" "1974" "1975" "1976" "1977" "1978" "1979" "1980" "1981" "1982" "1983" "1984" "1985" "1986" "1987" "1988" "1989" "1990" "1991" "1992" "1993" "1994" "1995" "1996" "1997" "1998" "1999" "2000" "2001" "2002" "2003" "2004" "2005" "2006" "2007" "2008" "2009" "2010" "2011" "2012" "2013" "2014" "2015" "2016" "2017" "2018"
"1" NA -2.15490669613905e-08 -3.88735894585324e-08 -7.9492675372772e-08 -1.56457616709571e-07 -3.01289679482952e-07 -4.63859672547584e-07 -1.37945345601853e-06 -2.40317270823465e-06 -3.58354050239429e-06 -1.09655949589865e-05 -1.12722355260497e-05 -1.29816833357305e-05 -2.27307047619418e-05 -2.67381101119873e-05 -3.48253859384223e-05 -4.139675212253e-05 -5.12052641908761e-05 -6.717723197322e-05 -6.74290385049708e-05 -7.18155018214622e-05 -7.2610355952088e-05 -5.93378472693862e-05 -5.29521751251455e-05 -4.45473800494839e-05 -2.39472555217113e-05 -7.62224175253345e-06 1.24405387179477e-05 3.12364616348038e-05 7.09684212977513e-05 0.000103693372268607 0.000115290154548267 0.000136682524363801 0.000175577525819703 0.000253449957258692 0.000281466784794043 0.000232927321910728 0.000244997278646908 0.000297842714951174 0.000264350908417296 0.000254380222799958 0.00026773966926337 0.000248235291664831 0.000278577653911649 0.000294991003477116 0.000269767368395901 0.000257807065982496 0.000241433858543291 0.000237556474884104 0.000274546112227742 0.000274216933202912 0.000253084809833895 0.000247717737110603 0.000234725549376383 0.000245061604327385 0.000243230968385064 0.000213349460284659 0.000214926581933977 0.000214642338348864 0.000203589689803274 0.000205686703329822 0.000194457821770064 0.000179329490638272 0.000182699646571596 0.00017614054996859 0.000170565780553078 0.000135504931739486 0.000117641881724695 0.00010465102011302 9.80376238622488e-05 9.59334932667116e-05 7.62659597436516e-05 7.19227573586639e-05 7.53653306534291e-05 6.19001016816667e-05 4.88207981235306e-05 4.25780374418705e-05 3.08189195332709e-05 3.12689915074882e-05 2.29930220598668e-05 2.33775622382193e-05 1.11274061883188e-05 1.4539285290216e-05 2.20409684057316e-05 2.91967275285604e-05 1.63202013059721e-05 1.39065387217557e-05 1.86121712907744e-05 1.08166250614716e-05 9.7492519770398e-06 6.0593613635529e-06 7.71948470858208e-06 -5.39655638294445e-06 -3.81753571199184e-07 2.58590580745621e-06 -9.10376869442397e-06 -6.15101855093447e-06 -6.78682912504114e-06 -6.2578159009119e-06 -7.82299560939115e-06 -4.53910244671563e-06 -2.6829435529202e-06 -1.6808629441506e-06 -3.99668350493931e-06 -5.85698650502897e-06 -2.95140336864508e-07 -8.22089379212687e-06 -5.06379223148834e-06 -3.13040943571152e-06 -5.24285871190966e-06 -2.51188639571742e-06
"2" NA NA -1.42699981553474e-08 -3.69031526448182e-08 -5.85587557749845e-08 -1.32594146273757e-07 -2.05798529467893e-07 -5.30618011265749e-07 -1.13785627721408e-06 -1.45086632628855e-06 -5.38565216628983e-06 -4.04550237818879e-06 -7.31427417509367e-06 -9.9546165491099e-06 -1.15957215493095e-05 -1.64915823376299e-05 -1.55922357520377e-05 -2.67225208044342e-05 -3.78167844850841e-05 -3.20548933320924e-05 -3.85015396568156e-05 -3.8575322336476e-05 -3.67934435792222e-05 -3.29901021018653e-05 -3.00049592100726e-05 -1.99462782401599e-05 -1.33513250612088e-05 -4.60734608284663e-06 6.32463337521538e-06 2.02650735386667e-05 3.21238295748899e-05 4.10480336614782e-05 4.27255156815881e-05 6.54559998056886e-05 7.24913216472028e-05 8.56524703404804e-05 6.4470362508548e-05 8.45525337917763e-05 0.000109040924628434 7.7746769280046e-05 6.42795271822705e-05 6.76409026563879e-05 5.33231657356137e-05 5.52576771416929e-05 5.00025329606413e-05 4.09660212754154e-05 3.1329522552595e-05 2.53087014341902e-05 2.46643655886086e-05 2.7765959703982e-05 3.24147799182217e-05 2.3914993589419e-05 2.26534407256201e-05 1.9254542720018e-05 1.88247545113013e-05 1.45693240572314e-05 1.39625290645901e-05 1.32665464650794e-05 1.04134852305648e-05 9.65304230865494e-06 8.30515361517625e-06 8.24185985086323e-06 6.15734532907752e-06 3.20802510184182e-06 2.87760841741203e-06 1.05204726749686e-07 1.32483053555399e-08 -6.94241640897264e-07 -6.46986505856151e-07 NA -1.37784830500642e-06 -7.95405186077014e-07 3.31029786720949e-07 3.46044656623912e-07 -1.25151618839137e-06 -4.74921201198963e-07 -3.0173074767742e-06 -1.66031389126076e-06 -1.77966086642445e-06 -1.86979710585511e-06 -2.18610613755832e-06 -2.76260498276171e-06 -4.46848449123238e-06 -2.00325993007788e-06 -6.16515541992935e-07 -3.30507923321233e-07 -1.58683581755192e-06 -4.7708320596862e-07 -5.36131224235237e-07 -1.9015322907795e-06 -2.10849788009893e-06 -1.89296510669235e-06 -1.28261216214565e-06 -2.62733961794992e-07 -7.16113371143634e-07 -1.90152884836647e-06 -1.68484429309557e-06 -1.52434947627011e-06 -7.62648789787157e-07 -1.02681034978847e-06 -8.07437860170235e-07 -5.72749247612636e-07 -5.87558736803162e-08 -8.08323382645026e-07 -4.11627016957961e-07 -4.41236694515013e-07 -1.38283676935635e-06 -2.94287493471379e-07 -7.65355011853042e-07 -2.65026274537394e-07 1.47245260567752e-08
"3" NA NA NA -6.58504561990014e-09 -1.23946578278744e-08 -2.79897378607785e-08 -4.16340567022111e-08 -1.1154000603697e-07 -2.68661883795485e-07 -3.37298616120973e-07 -1.65143122812794e-06 -1.06566688881649e-06 -2.04939488093747e-06 -2.84605403609584e-06 -3.38529607579741e-06 -4.76576640250082e-06 -4.39508413531409e-06 -8.48222673857646e-06 -1.13292172950613e-05 -9.85678543685697e-06 -1.20256900914828e-05 -1.24382272370521e-05 -1.11198821978464e-05 -9.96344323406229e-06 -9.64788250268356e-06 -7.73492392616704e-06 -5.49425589195518e-06 -3.70030600238547e-06 -1.09931541830699e-06 2.00653032718379e-06 7.43871176261957e-06 7.07125838837752e-06 6.89912887344435e-06 1.37492333700112e-05 1.55752420506056e-05 2.05042555293522e-05 1.46371190498928e-05 1.68552429207353e-05 2.91510839109943e-05 2.22070606232111e-05 1.75103985342595e-05 1.9201672110683e-05 1.37894051740611e-05 1.19461349800815e-05 1.34704016493126e-05 1.15491689949704e-05 8.25154735012434e-06 8.72714429948906e-06 9.65088469161157e-06 9.04570316384579e-06 9.42245017791776e-06 8.78051230339405e-06 6.91681657363774e-06 5.63875093136101e-06 6.70213014304644e-06 4.92060266508998e-06 5.02070560827461e-06 4.30979152334088e-06 1.85528514422273e-06 3.37404200380365e-06 2.5539519231399e-06 2.2849434690303e-06 1.46976604982474e-06 2.86556576974129e-06 1.43506333058485e-06 -1.43159258503278e-07 -2.011124880269e-06 -6.75373920636102e-07 -9.8753093644155e-07 NA -4.88231350861956e-07 -8.45467037560721e-07 5.48377579775994e-07 -6.34239125982261e-07 -9.4099865305397e-07 1.18173615919204e-06 -2.23421968342796e-07 -2.52565783273595e-07 -1.08312884444794e-06 -8.61379169617149e-07 -8.49698812976918e-08 -1.17799452920009e-06 -1.23866062193279e-06 -2.28369107416193e-07 -5.72234917783909e-08 1.57694378113971e-06 9.33907782121879e-07 3.89425906771601e-07 -4.48092441804326e-07 -2.89746359405374e-08 -1.29169992504896e-06 -1.32309844408374e-06 -6.69723420165802e-07 -6.55821806139212e-07 -1.25522748196938e-06 -1.60743005038488e-06 -9.21379529048028e-07 -1.49418377010102e-06 -3.81030990495579e-07 -3.07957396930569e-07 -6.01379835457605e-07 -8.80775572476011e-08 -5.13952567393616e-07 -3.08442915167295e-07 -5.73111308410645e-07 2.05799993158173e-07 -8.82380232075652e-08 -6.61958058895129e-07 -1.01521934020576e-06 1.32463226887314e-07 -4.41672479839506e-08
"4" NA NA NA NA -2.69179528666896e-09 -6.9170432437371e-09 -1.03337219059529e-08 -2.67248509711049e-08 -7.22859084950622e-08 -1.03146230681639e-07 -5.84141173945452e-07 -2.92228682016726e-07 -6.13616095185288e-07 -7.79400011044484e-07 -1.3062641190803e-06 -1.68973930289584e-06 -2.24291862536974e-06 -3.08468283573282e-06 -4.1694289990013e-06 -4.02653883499471e-06 -4.86259561585656e-06 -4.78924850334794e-06 -5.11275987087612e-06 -4.8970224823669e-06 -4.74848709711151e-06 -4.26457697713656e-06 -3.0698851348071e-06 -2.62999404856967e-06 -1.6361999395087e-06 -5.84605946624128e-07 5.04873429632569e-07 1.9299698562486e-06 1.83757338154122e-06 4.20014348756492e-06 5.26166336344003e-06 6.761123593782e-06 4.25876243494161e-06 4.9923275520225e-06 9.83929662459748e-06 8.40176289049199e-06 6.15835426656663e-06 8.42438781697985e-06 5.75980392807096e-06 5.5494869679179e-06 6.25185292001118e-06 4.90974484133877e-06 5.0189908343129e-06 4.57104398714214e-06 4.26132980757554e-06 4.5357486881531e-06 4.43938004072997e-06 4.15085379087965e-06 3.84384679480432e-06 3.34321619437083e-06 3.16087277602017e-06 1.87215459011847e-06 8.73353112468278e-07 1.66531114279e-06 2.95884018813863e-07 2.04744847617788e-07 5.37803719044549e-07 5.949417244272e-07 -3.8906858629284e-07 5.06688659501764e-08 -5.1158329328338e-07 -2.06810107955535e-07 -1.5744041473309e-06 -3.54855680922972e-07 -1.01952731854094e-06 -1.06751470441147e-06 -7.40971869681029e-07 9.4920955859279e-08 -6.68137919671019e-07 -3.28976162172756e-07 -8.68540409676433e-07 -3.4591883618651e-07 -9.45266048740789e-07 -6.28317108855581e-07 -4.77013070182553e-07 -3.79779947018433e-07 -1.0448825197712e-06 -9.91195307289972e-07 -1.16369504093994e-06 -1.09622497800055e-06 -2.28354966880229e-07 1.11584206884119e-06 4.87353046654815e-07 5.17226005622429e-07 3.46132117481912e-07 5.7816790688392e-08 5.5049476814506e-07 -1.01589182233131e-07 -4.21616604781572e-07 -3.49420605463835e-07 -1.0201274859567e-07 -8.17281809450954e-07 -4.82206175753119e-07 -8.3366143209529e-07 -2.34371878474193e-07 -6.15510781884487e-07 1.3198118073432e-07 -4.25333890038959e-07 -4.84412771784015e-07 -1.76208371907571e-07 -7.34372278821116e-08 3.82063843798464e-07 2.20494583313968e-07 -2.79415431750363e-07 8.82574062860408e-08 -8.82793667750237e-08 1.32454116688607e-07
"5" NA NA NA NA NA -1.77883638374787e-09 -3.06517758397185e-09 -7.19352172273702e-09 -2.40058511125074e-08 -3.57218894603273e-08 -2.37992139856535e-07 -1.21590089288692e-07 -2.27318744314142e-07 -3.07762599432992e-07 -4.87391095316259e-07 -7.27747694037606e-07 -1.00775553846244e-06 -1.59079160227948e-06 -2.00275702633146e-06 -1.71038328473927e-06 -2.32033537536647e-06 -2.50518928833487e-06 -2.69433454574974e-06 -2.7778699641795e-06 -2.81829241453868e-06 -2.46868288233948e-06 -2.0205823033359e-06 -1.99623434297969e-06 -1.10275680277605e-06 -1.06177967287846e-06 -1.18584221497908e-07 4.36409591644815e-07 6.1609294702003e-07 1.54251499744074e-06 2.76681901939524e-06 2.56300622381023e-06 2.7021472138733e-06 3.08369557174004e-06 5.62903558802563e-06 4.72418074126679e-06 3.07844454627837e-06 4.62055414417184e-06 2.83060873031149e-06 3.08704828623496e-06 3.51988066830955e-06 3.29065121985883e-06 2.8446885650818e-06 2.61703744039443e-06 2.9226077212785e-06 3.25207569289165e-06 2.3154703843592e-06 2.12870104604468e-06 1.42448949780327e-06 2.18519598588207e-06 2.29321466624355e-06 1.5912474539137e-06 1.92812629788708e-06 8.15740516843522e-07 2.09565555547853e-07 7.21843343973183e-07 1.20431516800745e-07 -3.42176317238985e-07 -6.19663189774244e-07 -2.13333696402751e-07 2.5332523120869e-08 -6.39395764945316e-07 -8.91744288619711e-07 -7.41626916059279e-07 6.17648473894006e-07 -1.05915076491214e-06 -9.33981561951347e-08 -1.07764642190422e-06 2.44067634144751e-07 -9.81672813302192e-07 -5.48252713783448e-08 -1.24072075877169e-07 6.91788477474864e-08 7.64494205732213e-07 -3.07163146237577e-07 5.61195524634295e-08 4.21952781881618e-08 -4.94185340163544e-07 2.69031416963439e-07 -1.2771267342282e-07 3.13191134498902e-07 -1.42716206213978e-08 1.85953178064024e-07 -4.72981687843488e-07 3.16065341066096e-07 2.16333362279553e-07 -5.78134444761957e-08 -4.92520684181041e-07 -6.96596997806775e-07 -4.36166740364063e-08 1.01912724079223e-07 -3.06034628042018e-07 -1.3134576939966e-07 -5.84495953581676e-08 1.60873385890437e-07 -2.92956660860599e-07 -3.22401207453193e-07 4.39918933684003e-07 1.32001336264342e-07 8.80723444035558e-08 -1.76209531646543e-07 -3.81875914001739e-07 3.52666148645264e-07 -2.20490297714315e-07 -3.52937459466296e-07 -1.47097569402899e-07 3.38403090355266e-07
"6" NA NA NA NA NA NA -6.33107510861208e-10 -2.0778670589694e-09 -7.17596303212442e-09 -1.02473027285832e-08 -8.87134749688601e-08 -3.99469599482449e-08 -8.12004727207549e-08 -1.0176441549159e-07 -1.6016125692353e-07 -2.34461038944866e-07 -4.45032060064632e-07 -7.19866186521534e-07 -9.4983141334104e-07 -8.35421362824218e-07 -1.1023349518885e-06 -1.15048334567436e-06 -1.14784241696253e-06 -1.39136899519887e-06 -1.37969094111956e-06 -1.38075835430518e-06 -9.52362977590937e-07 -1.27096679078398e-06 -1.02286413136699e-06 -8.18107912928245e-07 -5.45209395214075e-07 -1.5357991149656e-07 8.74796555888624e-08 5.17438520725166e-07 1.00426831328715e-06 2.08496042947148e-06 9.9903357861364e-07 1.77968846104548e-06 3.61322118817842e-06 1.77497709012708e-06 2.13762196570044e-06 2.63252586676921e-06 2.17047033006235e-06 1.7290088147881e-06 2.03925303668417e-06 1.75937733576381e-06 1.57346113149881e-06 1.69646613507046e-06 2.06177142896002e-06 1.28460842853395e-06 2.17683707594285e-06 2.48051939984173e-06 1.02400678068937e-06 1.53781411753318e-06 8.65559148424677e-07 5.84017222304833e-07 -4.41931619493685e-08 1.01460779208806e-07 -2.18286613257179e-07 -4.5400326925682e-07 -1.89328193886396e-07 -6.14159175654772e-07 -2.19949903873529e-07 NA -6.52511678134182e-07 1.51984395568849e-07 -1.0101730120865e-06 -7.49544514289102e-07 -6.50470936697234e-08 -5.91324727503006e-07 -9.00242083934355e-07 -4.13602759638532e-07 -8.08241729377546e-08 -2.84738290959319e-07 1.22702388277718e-07 -7.12706787170392e-07 -4.13550671582441e-07 -1.00994413661237e-06 -1.12580491923309e-06 1.39614591693205e-08 -8.41768630632789e-08 -2.39098535984028e-07 -3.953340517171e-07 1.07613405113394e-06 -3.26371989461949e-07 2.56249653607377e-07 3.71045309588425e-07 1.17296071243389e-06 -7.16657407723309e-08 -1.14929936609331e-07 -6.92225273310476e-07 -2.45703557055776e-07 -8.98110974353883e-07 1.1610087417846e-07 2.03544647220388e-07 -4.22196825569654e-07 2.91443527505875e-08 -7.29699610430012e-07 -3.65299211685377e-07 -4.38731090762756e-08 -2.3436507558261e-07 -3.81020315187719e-07 -2.19957271632709e-07 -1.46667861911087e-07 -3.08256234760051e-07 1.90888446618964e-07 -8.8124905081588e-08 7.34717390954431e-08 -6.46757636724171e-07 4.41172387510846e-08 3.67737993653416e-07
"7" NA NA NA NA NA NA NA -5.94474011683666e-10 -2.07196754198335e-09 -3.9039773219729e-09 -3.79877661271788e-08 -1.68097510772069e-08 -2.95084272849966e-08 -4.75903650515308e-08 -6.60584768552575e-08 -1.01346886230425e-07 -1.59683944581102e-07 -3.97461963536072e-07 -4.77550237118485e-07 -5.67756122005214e-07 -5.50913696426014e-07 -6.64217666812572e-07 -6.44890222764594e-07 -7.12966950672245e-07 -8.67100555024258e-07 -8.83515508628974e-07 -4.98262701931207e-07 -8.73755030605938e-07 -5.2986739744465e-07 -7.42343798765255e-07 -7.01544630221651e-07 -4.38012423872869e-07 -3.10482314302973e-08 1.1238850847195e-07 5.18095275819919e-07 1.33119745357457e-06 1.09220988521452e-06 1.61330942749505e-06 1.85714178919938e-06 1.82880842666822e-06 1.49513627183129e-06 1.84133055169955e-06 1.44950762670515e-06 8.63528133596136e-07 1.90890949215705e-06 1.32726067690603e-06 1.64751811874975e-06 1.81839679312679e-06 1.98719831845384e-06 1.5418422832647e-06 1.38399692864444e-06 1.52638519673731e-06 1.3130202736189e-06 9.4362856743746e-07 1.03196132175687e-06 7.38822437312825e-07 7.24572956259384e-07 -1.04946814902251e-06 2.25459607247624e-07 -1.72312010923714e-07 -4.3072030314617e-07 -4.25958860919562e-07 -4.81639609029028e-08 -7.94172801743542e-07 -8.67436802942656e-08 1.2547715898259e-07 -7.09166547041562e-07 5.24259167522523e-07 3.35986758678852e-07 3.25238657963856e-07 6.57034324308414e-08 -1.15172859369017e-06 5.60364085480658e-07 -4.9839112115091e-07 7.59269013231312e-07 -9.54337624092805e-07 6.85278306183923e-08 1.65419133002498e-07 2.76685424016598e-08 5.55977349575576e-08 -4.88643319307425e-07 -2.80568096228118e-07 -9.28248496373518e-07 4.23585900244383e-08 1.4159152295079e-08 6.66962371637103e-07 3.27422118084897e-07 4.42410825599038e-07 -1.43034585106672e-07 1.72001430084889e-07 -2.87312037494658e-08 -3.1727836027895e-07 4.76955306263904e-07 -8.69133083558626e-08 6.67573230403451e-07 -9.30471716953374e-07 NA -3.06022454710231e-07 1.89721595933445e-07 1.02283187281005e-07 -5.84987397411751e-08 -2.19717026309074e-07 4.83611480570079e-07 1.02646490460212e-07 1.46665040667848e-08 -4.4035724047764e-07 -1.17469413279947e-07 -4.84676976844622e-07 1.91030256363467e-07 4.99770163808755e-07 -2.94115781104831e-07
"8" NA NA NA NA NA NA NA NA -6.03022839995582e-10 -1.36028958930279e-09 -1.41453258134527e-08 -6.56589710379407e-09 -1.13574126631155e-08 -1.86817382119564e-08 -2.53873793099046e-08 -3.04342273327318e-08 -7.7876148779632e-08 -1.35131845616088e-07 -1.96564413829092e-07 -2.21154920806987e-07 -3.43549572567881e-07 -2.8429439276334e-07 -2.08174718949183e-07 -4.77025448447632e-07 -6.91698599425417e-07 -4.58254265797708e-07 -5.99612109464243e-07 -5.44293674423213e-07 -3.51132357925832e-07 -5.89429450456591e-07 -5.87116173220159e-07 -4.75234955332748e-07 -1.02495776407863e-07 -8.31637238102312e-08 1.2947322287904e-07 7.01296763772064e-07 8.27545069331803e-07 1.23022448667021e-06 1.73556035228117e-06 1.53063270628973e-06 9.74615830651171e-07 1.17153202210118e-06 1.00896055220401e-06 7.67522981934277e-07 8.52245487945047e-07 1.07557579794026e-06 1.40217243452256e-06 1.48411469343135e-06 1.15418205699769e-06 1.6379860730692e-06 1.94877568070184e-06 2.2610476897722e-07 6.02951761241588e-07 6.32132593422763e-07 1.01377211840503e-06 1.0009848065845e-06 9.07615441553267e-07 -1.08136144344462e-08 2.43001888874939e-07 -3.49445817851568e-07 -3.10138302109242e-07 -1.0476206513399e-06 -1.06492606247177e-07 -4.33462087806591e-07 -1.24621723562868e-06 -5.45198265630709e-07 -8.78298091616658e-08 -1.44363687878957e-06 -3.83573519696645e-07 6.33201502606151e-07 -9.10614613436334e-08 -1.05117230655982e-07 1.45623197306266e-07 -2.53476497971694e-07 -3.50206828120259e-07 -6.64345331025107e-07 -2.86295592302754e-07 -6.30443344404319e-07 8.27085513827042e-08 -8.30064162682387e-08 -3.61378429014625e-07 -5.86366544305661e-07 1.54318861148028e-07 -2.25037497414426e-07 6.21232368755442e-07 -7.22119959120637e-07 5.25046276858565e-07 9.96517070805947e-08 1.09886363167111e-06 2.86081943912109e-07 2.72325908295956e-07 -7.61388396441909e-07 5.62429641914886e-07 -6.50379737107687e-07 6.51865330353329e-07 3.48295956520417e-07 -1.16306932834709e-07 -3.05724612056912e-07 -1.45724211225717e-07 NA -8.47492635042135e-07 3.36376470427835e-07 1.61126552863933e-07 -2.05168909583886e-07 5.86555876230799e-08 6.45341137847644e-07 -3.52286969040883e-07 -2.34938741308643e-07 -5.87486880671007e-08 4.40834549975122e-08 2.64578671027582e-07
"9" NA NA NA NA NA NA NA NA NA -4.54537976701808e-10 -6.69883891413203e-09 -2.5860016072965e-09 -5.97072920272002e-09 -6.97413815586856e-09 -1.21964452148848e-08 -1.73515639773081e-08 -2.55108648788971e-08 -5.02996504725406e-08 -7.7805337408976e-08 -1.25572998013745e-07 -1.80543188954552e-07 -2.29543184640524e-07 -1.91504826774214e-07 -2.74006050557385e-07 -4.17739281902141e-07 -4.96763568544334e-07 -1.60795549000725e-07 -5.90982330184175e-07 -3.74183624765601e-07 -7.00670585870866e-07 -3.79044990755917e-07 -4.8911461919543e-07 -9.05664544192941e-08 -2.34729183895555e-07 -8.00937781791911e-08 2.23098556670354e-07 5.43146745524137e-07 1.2518865871447e-06 1.20585319544897e-06 1.13338282348163e-06 7.23916921782641e-07 1.04216527709033e-06 5.29028784085339e-07 9.63319387148331e-07 1.15612164267032e-06 5.09066049578233e-07 9.57238376050884e-07 1.18320041682385e-06 1.18716815424025e-06 1.06713309738771e-06 8.39597296214967e-07 1.26444135631343e-06 1.09423806851638e-06 4.99248115362616e-07 8.65503471586537e-07 5.921679910037e-07 8.77024849160746e-07 3.37686544379934e-07 -1.08126113243512e-07 -8.72593800591015e-07 -4.84682416146409e-07 -2.41215438498421e-07 3.49194118759444e-08 8.28187839280181e-08 6.74232271721809e-07 -4.88695458406019e-08 9.04474678403711e-07 6.90066426708991e-07 1.03839109526216e-06 -3.70781892980454e-07 -2.71366664666983e-07 -2.86188129028364e-07 2.10235021252947e-07 -6.88356611711072e-07 1.60090369988319e-07 -1.61632005488133e-07 5.4231600710164e-08 9.54309203188286e-08 -9.59356820373625e-08 2.48122987836497e-07 -9.26883703483705e-07 -9.72890696476769e-08 -6.14288105285632e-07 5.33108800770954e-07 2.10973131353764e-07 4.23581869510303e-07 -2.97335954663192e-07 5.67614685503814e-07 3.27424068233273e-07 -5.85090618510087e-07 -2.14551943225616e-07 -5.73288254243631e-07 1.19237501845781e-06 -4.18226690820922e-07 9.10554949884457e-07 4.34562889700674e-07 -1.30610469911696e-07 -5.81550385916896e-07 -2.62054620975283e-07 4.37190092905659e-07 -2.48098784919049e-07 -5.8447276116147e-07 -4.09490969383031e-07 -3.51554463567938e-07 -6.59459849908228e-07 2.9327973202764e-08 4.39994799622534e-08 2.93570493303807e-07 2.78994229163665e-07 -1.17498182322651e-07 1.46944540702076e-07
"10" NA NA NA NA NA NA NA NA NA NA -2.54820767264796e-09 -1.09489239896732e-09 -2.29605139068223e-09 -4.21506260450677e-09 -4.43270707639609e-09 -1.02920971467579e-08 -1.37705176428415e-08 -1.83179927754074e-08 -2.41847486343039e-08 -5.29689985068194e-08 -1.36905275782695e-07 -9.94713825752669e-08 -1.30001682197012e-07 -1.56826254690823e-07 -2.92474512969543e-07 -4.11278632136969e-07 -2.84285463364453e-07 -3.63607387310338e-07 -1.57917495649529e-07 -4.57626500194319e-07 -3.074585209345e-07 -6.07490499612839e-07 -1.49829958551173e-07 -3.69054857299322e-07 -2.62645853774113e-07 -2.15685266230503e-07 3.16037599312757e-07 7.12551537801476e-07 8.10414509083701e-07 1.00263002904277e-06 9.04294498005331e-07 7.99806208789944e-07 6.27972609190675e-07 6.09660408643076e-07 7.85975500114389e-07 9.54093706290182e-07 1.07326032752764e-06 8.82550773864677e-07 9.02716983872121e-07 1.10551306904683e-06 7.50824195150379e-07 8.64470189668176e-07 3.81014918518496e-07 6.78203136636468e-07 1.20573936203405e-06 4.18134894486499e-07 6.7242377559118e-07 -3.09528129474601e-07 8.23086860460287e-07 -3.13538516358292e-07 2.87195040055144e-07 6.65001032462698e-07 -1.14858723226918e-08 -6.05244810658601e-07 -5.91544201400396e-08 2.52835052075295e-07 3.78718518212473e-07 1.85851677728111e-07 -7.52750582283523e-08 6.96459621002399e-07 9.46108030905335e-07 1.80903391044929e-07 1.00166345391728e-06 7.62081479505072e-07 1.32372863170804e-07 -1.60088265463432e-07 1.48160047203083e-07 -2.9827296253726e-07 -9.54272897230046e-08 1.37046456516465e-07 -2.48121456145056e-07 6.9171198685547e-08 2.64081958634144e-07 -5.72403196827387e-07 4.62944146170652e-07 1.96909825819769e-07 1.07303589715058e-06 -2.54853382203324e-07 4.25697057604424e-08 -2.27773084823801e-07 1.14169062759295e-07 2.71760825107381e-07 -7.7398301709386e-07 5.31536107142849e-07 3.02864417239812e-07 -1.4453065287634e-07 -5.79421089164089e-08 -4.4989044163668e-07 -1.45386958250171e-07 7.2791414229556e-08 -2.62302226522459e-07 2.48099343708175e-07 -4.8219249389192e-07 1.4625038874394e-08 -4.68734863770526e-07 2.49130378743301e-07 2.93281495339359e-08 4.1066700244563e-07 5.43113269302342e-07 1.90888401876976e-07 2.20311263718354e-07
